ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,1,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),1,0,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Caste Issue,5,0,2,2
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Communal Issue,5,16,2,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Linguistic Issue,0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Political Issue,0,3,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Racial/Ethnic Issue,2,0,0,1
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Regional Issue,4,4,0,1
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Religious Issue,26,8,11,3
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Sectarian Issue,0,0,0,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Conspiracy To Wage War,0,0,0,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Related to Substantive Offence,3,0,0,0
A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),NA,627,87,182,161
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Attempt to Commit,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Bank,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Business Establishment,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Charitable Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Chitfund Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Co-operative Organisation,1,0,0,1
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Commercial Establishment/Shop,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Customs Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Excise Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Financial Institution,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Income Tax Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Other Government Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Postal Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Public Sector Undertakings,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Railway Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Revenue Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Sales Tax Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Social Organisation (Aided) (N),0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Transport Authority,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Other than religious,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Religious,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Attempt to Commit,3,1,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Club,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hostel,1,0,0,1
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hotel,1,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),House,148,6,44,30
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Land,297,34,86,57
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Office,15,0,4,5
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Prohibited Places,2,0,1,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Religious Place,4,0,0,1
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Restricted Area,2,0,2,0
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband ,209,11,48,53
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband And Relative(S) in Law,411,15,98,106
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Relative(S) in Law,13,0,4,3
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Dowry Harassment,127,4,37,28
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband  ,5,1,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband And Relatives In Law,26,10,11,3
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Relatives in Law,1,0,1,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Burning,2,1,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Hanging,21,3,6,5
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Adulterated Food/Drug,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Accident by Air,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Boad Accident,1,0,0,1
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Bridge/Dam Collapse,2,0,0,1
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Building Collapse,0,1,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Caused By Animal,1,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Death Due to Other Cause,33,6,13,9
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution Accident,9,2,1,3
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Explosion Accident,1,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Fire accident,2,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Gas Leakage Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Infrastucture In Construction,17,2,6,4
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Medical Treatment,1,0,0,1
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Custody of Public Servant,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Jail/Judicial Custody,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Police Custody,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Industrial Accident (Factory),2,2,1,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Inflammable Substance,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Mine Accident,1,1,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Poisonous Substance,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Quarry Accident,1,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Spurious Liquor (Hooch) Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Railway Accident,0,0,0,0
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,1204,52,324,267
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,994,61,259,207
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,1323,95,352,304
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,56,6,14,11
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,3289,146,871,672
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,2308,130,593,507
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,3899,310,1068,902
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,138,8,41,26
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,0,1,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,0,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,1,0,1,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0,0,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,1,1,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,5,0,0,1
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,1,0,0,1
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,1,0,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,0,3,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0,1,0,0
A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",NA,111,13,22,32
A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,27,3,10,7
A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,279,32,88,77
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,5,1,4,1
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,499,78,121,129
A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,806,107,210,190
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,2,9,0,2
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,0,0,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,3,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Advertisement,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Audio Tape,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Book,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Computer Software,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Figures,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Film (Blue),0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Painting,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Pamphlet,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Paper,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Photography,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Poster,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Video Film(Blue),0,0,0,0
A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),NA,2,0,1,1
A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),NA,12,9,4,6
A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",NA,1343,1498,73,1194
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Attempt to Commit,5,3,1,2
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Defence Personnel,2,0,1,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Judicial Official,5,0,2,2
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Nationalised Bank Personnel,1,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Enforcement Official,1,0,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Govt. Official,188,50,33,88
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Para Military Personnel,1,0,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Police Personnel,138,56,40,42
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Public Sector Undertaking Official,55,11,5,40
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Defence Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Judicial Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Elected Member,0,1,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Enforcement Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Govt. Official,1,0,0,1
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Police Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Public Sector Undertaking Official,1,0,0,1
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Others,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Animal -Related,7,2,3,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Boat/Vessel - Related,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Explosive/Explosive Substances - Related,3,2,2,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Inflammable Substance- Related ,2,0,1,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Machinery - Related,47,5,9,7
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Poisonous Substance - Related,2,0,0,2
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Other - Related,213,46,50,69
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Human - Related,71,29,15,10
A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),NA,1,0,1,0
A - IPC Crime,SEDITION (Sec. 124A IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By Foreigner,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National And Foreigner,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Attempt to Commit,2,0,1,1
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Office,1,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Place,10,1,4,1
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Other Places,9,1,1,2
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Dowry,5,1,1,1
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Abetment of Suicide,104,10,30,26
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Other Reasons,99,9,26,29
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Attempt to Commit suicide,48,2,13,6
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,1,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,1,0,1,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,1,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Attempt to Commit,10,0,3,2
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Confession,1,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Property,10,0,2,1
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To settle Dispute,3,1,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,15,1,2,2
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,2,1,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,20,0,1,19
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,13,0,1,9
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),NA,,,,
A - IPC Crime,Attempting to commit offences,NA,62,8,14,15
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,4,0,0,1
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,9,4,3,2
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,9,0,1,1
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),NA,2,0,0,1
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,8,0,1,0
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,109,0,8,8
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,9,7,4,1
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,5,1,2,0
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,0,1,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,139,482,3,135
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,6,4,0,6
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,94,392,6,86
A - IPC Crime,Antiques & Art Treasures Act 1972,NA,0,0,0,0
A - IPC Crime,Ancient Monument & Archaelogical Sites And Remains Act 1958,NA,3,0,1,1
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,5,1,1,2
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Other Area,53,6,15,5
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,3,0,0,0
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,33,2,8,5
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,1,1,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,21,3,6,3
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,1,1,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,13,0,3,2
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,3,0,1,0
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,55,26,24,15
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,3,2,2,1
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,8,0,1,2
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,0,0,0,0
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,131,38,45,21
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,0,1,0,0
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,34,0,10,6
